DY
189
23
Life expectancy at birth 2019;Expected years of schooling 2019;Mean years of schooling 2019;Gross national income (GNI) per capita 2019;GNI per capita rank minus HDI rank 2019;Refugees by country of origin 1000s 2019;Internally displaced persons 1000s;Homeless people due to natural disaster avergae per million;Orphaned children 1000s 2019;Prison population per 100k 2013-18;Homicide rate per 100k 2013-18;Suicides per 100K Female 2016;Suicides per 100K Male 2016;HIV prevalence adult % 15-49;Healthy life expectancy at birth;Current health expenditure % GDP;Exports and imports % GDP;Foreign direct investment net inflows  % GDP;Net migration rate per 1000;Lost health expectancy;Physicians per 100k;Hospital beds;Pupil–teacher ratio primary school
Micronesia (Federated States of);67.88;11.55;7.8;3982.74;13;;;0;;123.4;;6.2;16.2;;56.68;12.35;100.85;6.33;-5.36;11.62;1.77;;19.71;3
Lao People's Democratic Republic;67.92;10.99;5.29;7413.33;-16;6.75;;0.62;180;121.7;;6.1;12.9;0.3;60.71;2.53;75.09;7.35;-2.1;11.98;3.73;15;22.34;3
Eswatini (Kingdom of);60.19;11.84;6.86;7919.06;-19;0.22;;0;120;304;11.56;9.6;25.4;27.3;50.61;6.93;84.41;2.9;-7.38;13.13;3.29;21;26.6;3
Ghana;64.07;11.48;7.31;5268.92;-3;18.44;0.2;16.68;1080;48.6;2.09;2.9;15.8;1.7;58.22;3.26;71.38;4.56;-0.34;12.2;1.36;9;26.99;3
Vanuatu;70.47;11.73;7.06;3104.8;20;0;;0;;69.1;;2.7;8.1;;57.6;3.32;97.95;4.15;0.42;12;1.65;;26.57;3
Timor-Leste;69.5;12.62;4.79;4440.46;3;0.02;;154.3;31;54.8;4.1;3.7;9;;61.65;3.88;63.01;4.46;-4.28;12.68;7.22;59;26.95;3
Nepal;70.78;12.76;5.01;3456.71;13;8.19;0;14.36;590;68.3;2.3;8;11.4;0.1;61.51;5.55;54.93;0.23;1.49;13.46;7.49;3;19.74;3
Kenya;66.7;11.34;6.56;4243.63;5;8.02;162;11.91;2080;101.6;4.93;2.1;9.7;4.7;58.25;4.8;33.4;1.85;-0.2;12.42;1.57;14;30.65;3
Cambodia;69.82;11.47;4.97;4246.18;3;11.93;;344.81;420;190.8;;3.2;9;0.5;61.2;5.92;123.56;13.68;-1.86;12.44;1.93;9;41.7;3
Equatorial Guinea;58.74;9.73;5.91;13944.13;-57;0.17;;;69;42.8;;10.8;31.3;7.1;57.21;3.11;107.38;2.98;12.44;13.29;4.02;21;23.23;3
Zambia;63.89;11.48;7.15;3325.52;10;0.28;;118.57;1100;148.3;5.37;6.2;17.5;11.3;55.08;4.47;70.04;2.09;-0.47;12.82;11.87;20;42.06;3
Myanmar;67.13;10.67;5.03;4960.53;-6;1030.77;457;31.74;1400;171.3;2.26;9.8;6.3;0.8;60.85;4.66;60.69;1.7;-3.05;12.4;6.77;10.4;24.36;3
Angola;61.15;11.78;5.17;6104.05;-17;8.19;;334.57;1520;79.4;;4.6;14;2;56.75;2.79;66.38;-4.33;0.21;12.8;2.15;;50.03;3
Congo;64.57;11.73;6.52;2879.19;13;13.48;134;143.52;250;26.2;;5;13.9;2.6;57.02;2.93;112.25;36.98;-0.77;12.86;1.65;;44.44;3
Zimbabwe;61.49;10.97;8.47;2665.61;14;10.62;;89.53;810;137.1;;11.1;29.1;12.7;53.56;6.64;50.01;3.06;-8.15;12.25;2.1;17;36.41;3
Solomon Islands;73;10.22;5.71;2253.35;17;0.03;;152.77;;75;;3.2;8.5;;52.73;4.68;98.39;2.12;-2.48;10.93;1.94;14;25.41;3
Syrian Arab Republic;72.7;8.85;5.1;3613.05;2;6599.25;6495;0;450;;0.88;1.1;3.8;0.1;63.89;;;;-24.08;13.52;12.87;14;;3
Cameroon;59.29;12.1;6.31;3580.9;1;66.3;969;139.83;1380;129.6;1.39;12.5;26.9;3.6;55.43;4.67;40.55;1.98;-0.19;12.5;0.88;13;44.83;3
Pakistan;67.27;8.28;5.16;5005.03;-15;137.18;106;65.64;4480;39.4;3.88;3.1;3;0.1;57.2;2.9;30.44;0.8;-1.11;13.15;9.8;6.3;44.08;3
Papua New Guinea;64.5;10.2;4.66;4301.1;-10;0.48;14;4;280;59.1;;3.8;10.2;0.8;56.36;2.47;;4.85;-0.09;12.85;0.7;;35.52;3
Comoros;64.32;11.24;5.08;3099.45;5;0.66;;0;28;27;;5.4;17.6;0.1;60.34;7.38;43.09;0.58;-2.43;12.2;2.72;21.6;28.06;3
Mauritania;64.93;8.59;4.73;5134.57;-21;37.43;;53.16;110;46.1;;3.6;12.1;0.2;62.17;4.4;94.22;1;1.15;12.17;1.87;;34.28;4
Benin;61.77;12.61;3.83;3254.25;0;0.72;3.7;1345.48;490;69.8;1.13;9.6;22.6;1;56.64;3.72;63.68;0.99;-0.18;12.17;0.79;5;39.2;4
Uganda;63.37;11.41;6.17;2123.27;15;7.49;32;12.08;2360;118.8;10.52;18.7;21.2;5.7;57.75;6.19;46.02;3.68;4.02;12.79;1.68;5;42.66;4
Rwanda;69.02;11.19;4.42;2155.33;12;246.71;;85.59;400;509.1;2.58;6;16.9;2.5;59.83;6.57;53.66;3.13;-0.74;12.84;1.34;;59.51;4
Nigeria;54.69;9.98;6.66;4910.21;-19;295.59;2583;6.68;10900;36.5;34.52;17.1;17.5;1.5;56.04;3.76;33.01;0.5;-0.31;12.9;3.81;;37.55;4
Côte d'Ivoire;57.78;9.95;5.29;5068.61;-25;39.38;303;39.97;1570;66;;13;32;2.6;56.19;4.45;45.6;1.07;-0.32;12.54;2.31;;41.82;4
Tanzania (United Republic of);65.46;8.1;6.12;2599.85;2;0.87;;46.57;2790;66.8;6.48;5.4;14.3;4.6;58.73;3.65;32.24;1.82;-0.72;12.59;0.14;7;50.63;4
Madagascar;67.04;10.17;6.1;1596.28;16;0.3;3;930.04;900;94.9;;3.6;10.5;0.3;57.6;5.5;59.82;4.42;-0.06;12.04;1.81;2;39.81;4
Lesotho;54.33;11.32;6.54;3150.62;-6;0.01;;115.37;160;101.5;43.56;32.6;22.7;23.6;45.24;8.76;134.62;4.78;-4.78;12.62;0.69;;32.95;4
Djibouti;67.11;6.79;4.1;5689.35;-34;2.35;;0;33;69;;5.3;11.9;1.2;58.94;3.32;298.27;5.64;0.95;11.8;2.24;14;29.37;4
Togo;61.04;12.66;4.95;1602.35;12;8.03;2;0;360;64.8;;10.9;22.7;2.3;57.01;6.2;71.24;-3.38;-0.26;12.34;0.77;7;40.15;4
Senegal;67.94;8.58;3.18;3309.39;-11;17.22;8.4;0;500;78.8;0.27;5.2;20.3;0.4;59.86;4.13;60.51;3.65;-1.28;12.57;0.69;3;36.32;4
Afghanistan;64.83;10.18;3.93;2229.36;0;2721.48;2993;221.85;1340;82.7;6.66;2.1;10.6;0.1;54.11;11.78;45.62;0.12;-1.72;14.55;2.78;3.9;48.79;4
Haiti;64;9.7;5.59;1708.81;7;26.75;2.1;709.63;400;79.9;6.68;6.4;18.3;2;55.43;8.04;74.31;1.09;-3.17;13.11;2.34;7.1;;4
Sudan;65.31;7.88;3.77;3828.66;-18;732.84;2134;374.37;1520;51.5;;4.6;14.5;0.2;61.42;6.34;26.72;4.36;-1.21;12.86;2.62;7.4;38.38;4
Gambia;62.05;9.91;3.92;2167.88;-1;17.83;;0;100;55.4;;7.3;12.8;1.9;58.32;3.28;65.48;2.03;-1.37;12.62;1.02;11;36.14;4
Ethiopia;66.6;8.81;2.88;2206.53;-3;95.69;1414;0.92;3090;115.9;;4.7;18.7;1;60.22;3.5;28.74;3.99;0.28;12.53;0.77;3.3;55.07;4
Malawi;64.26;11.24;4.73;1034.68;13;0.61;0.2;132;1170;76.8;;3.2;13.7;9.2;56.58;9.65;66.6;1.48;-0.9;12.56;0.36;13;58.68;4
Congo (Democratic Republic of the);60.68;9.73;6.76;1062.54;11;807.17;5512;48.34;4460;27;;4.9;15;0.8;56.34;3.98;67.29;2.74;0.29;13.39;0.74;;33.2;4
Guinea-Bissau;58.32;10.62;3.56;1996.04;1;2.09;;0;110;32.6;1.15;6.1;8.9;3.5;53.61;7.24;57.01;1.41;-0.76;12.04;1.27;10;51.93;4
Liberia;64.1;9.58;4.81;1258.41;8;5.4;;0;200;50.3;;13;13.8;1.3;56.89;8.16;127.45;3.96;-1.05;13.95;0.38;8;22.32;4
Guinea;61.6;9.41;2.77;2405.18;-12;26.86;;32.34;530;26.5;;8.4;12.7;1.4;53.87;4.12;108.72;2.89;-0.33;12.04;0.83;3;47.15;4
Yemen;66.13;8.77;3.2;1593.7;2;36.53;3635;3.52;930;54.2;6.77;6.2;13.4;0.1;58.59;4.23;;-1.02;-1.07;13.52;5.25;7.1;26.93;4
Eritrea;66.32;5.01;3.9;2793.48;-17;493.12;;0;140;;;6.1;22.4;0.7;55.86;2.87;47.39;1.89;-11.57;12.44;0.63;7;38.74;4
Mozambique;60.85;9.97;3.54;1250.41;3;0.08;110;292.91;2510;63.5;;4.1;14;12.6;50.8;4.94;112.15;18.2;-0.17;12.99;0.84;7;55.27;4
Burkina Faso;61.58;9.27;1.64;2132.96;-9;11.74;560;144.43;840;41.1;1.25;9.1;22.4;0.7;54.16;6.92;60.18;1.66;-1.28;12.18;0.85;4;39.72;4
Sierra Leone;54.7;10.18;3.7;1667.84;-4;5.27;5.5;29.2;480;59.1;1.73;14.2;18.2;1.5;54.06;13.42;56.7;5.33;-0.55;12.49;0.25;;27.52;4
Mali;59.31;7.46;2.35;2268.77;-17;164.48;208;0;860;30.8;;4.7;13.5;1.4;54.26;3.79;57.19;2.72;-2.12;12.24;1.29;1;37.83;4
Burundi;61.58;11.07;3.29;753.91;4;381.52;23;162.44;640;98.3;6.05;7.7;23.1;1;55.5;7.52;41.86;0.03;0.18;13.05;1;7.9;42.52;4
South Sudan;57.85;5.3;4.8;2003.32;-10;2234.79;1352;;750;60.7;;4.1;8.3;2.5;54.6;9.76;65.55;0;-15.9;14.34;;;46.75;4
Chad;54.24;7.35;2.52;1555.37;-5;11.2;176;38.47;1030;56.2;;13.8;17.1;1.3;52.85;4.49;74.57;5.89;0.13;12.47;0.43;;56.89;4
Central African Republic;53.28;7.57;4.28;993.01;0;610.22;592;377.65;370;17;20.12;6;18;3.6;45.71;5.82;66.14;0.81;-8.58;12.68;0.72;10;83.41;4
Niger;62.42;6.47;2.08;1200.9;-4;3.08;195;177.33;1030;42.6;;6.7;11.5;0.3;55.06;7.74;39.71;3.63;0.18;11.92;0.43;3.9;36.34;4
